fre_len,eng_len,f_ind,e_ind,prob
11,8,1,1,8.122271128076515e-6
11,8,1,2,4.883142096973181e-6
11,8,1,3,1.256802206998355e-6
11,8,1,4,6.105708587079159e-7
11,8,1,5,8.2194503669761e-7
11,8,1,6,5.635672865792809e-7
11,8,1,7,6.131861787663306e-7
11,8,1,8,6.031237330197906e-7
11,8,2,1,6.368166961637978e-7
11,8,2,2,5.371183651644302e-6
11,8,2,3,4.292118381740585e-6
11,8,2,4,6.665813788140081e-7
11,8,2,5,7.01915955960357e-7
11,8,2,6,9.53420506841311e-7
11,8,2,7,6.814012855716036e-7
11,8,2,8,6.510570745737347e-7
11,8,3,1,7.374562849735196e-7
11,8,3,2,3.6128662028471377e-6
11,8,3,3,6.079749877064604e-7
11,8,3,4,7.079605302961503e-6
11,8,3,5,6.787869587928733e-7
11,8,3,6,5.82518190208367e-7
11,8,3,7,6.71977113473202e-7
11,8,3,8,6.364284956285604e-7
11,8,4,1,5.899951579535777e-6
11,8,4,2,9.722008607823052e-7
11,8,4,3,3.3754242071283854e-6
11,8,4,4,9.314249156727976e-7
11,8,4,5,9.919372129646618e-7
11,8,4,6,8.801446529257798e-7
11,8,4,7,9.842812423705223e-7
11,8,4,8,1.2145995819448092e-6
11,8,5,1,8.257325489547168e-7
11,8,5,2,7.791928918961664e-7
11,8,5,3,9.948657706709745e-6
11,8,5,4,4.143802775258479e-6
11,8,5,5,9.959793128114317e-7
11,8,5,6,6.910104923094593e-7
11,8,5,7,8.365518882054863e-7
11,8,5,8,8.604985788221994e-7
11,8,6,1,2.1526166416957656e-6
11,8,6,2,2.141715794430385e-6
11,8,6,3,8.33405590966379e-7
11,8,6,4,6.702821310731218e-7
11,8,6,5,2.2526235126133467e-6
11,8,6,6,5.0954434987552506e-6
11,8,6,7,6.973572412925905e-7
11,8,6,8,6.62086309159434e-7
11,8,7,1,9.136644615987859e-7
11,8,7,2,2.258454903075011e-6
11,8,7,3,2.1840635093291765e-6
11,8,7,4,4.884697946222128e-7
11,8,7,5,2.9825728050596425e-6
11,8,7,6,7.769887506498324e-7
11,8,7,7,9.381539237206691e-7
11,8,7,8,3.508352010145751e-6
11,8,8,1,5.624596325498481e-7
11,8,8,2,5.897848783437567e-7
11,8,8,3,5.490258377105519e-7
11,8,8,4,5.583103347259986e-7
11,8,8,5,6.045313474024841e-7
11,8,8,6,1.0168681132713574e-5
11,8,8,7,1.8690810027394114e-6
11,8,8,8,5.563600764838588e-7
11,8,9,1,2.1654067158889826e-6
11,8,9,2,5.790813349924914e-7
11,8,9,3,1.2942712934543305e-6
11,8,9,4,1.709774126328935e-6
11,8,9,5,1.7364044907337563e-6
11,8,9,6,1.666244721850781e-6
11,8,9,7,5.990071081469956e-7
11,8,9,8,8.72422673640347e-6
11,8,10,1,8.224690627443127e-7
11,8,10,2,6.514494099858708e-7
11,8,10,3,5.066822348216232e-7
11,8,10,4,2.7646426638332695e-6
11,8,10,5,3.7057005674202893e-6
11,8,10,6,5.506514618823627e-7
11,8,10,7,5.505899441063963e-6
11,8,10,8,9.723945022176504e-7
11,8,11,1,1.995721820167021e-6
11,8,11,2,2.0836379351834444e-6
11,8,11,3,1.951024248915689e-6
11,8,11,4,1.9856615437422933e-6
11,8,11,5,2.1418073900968657e-6
11,8,11,6,1.915939253309097e-6
11,8,11,7,2.1282089450915837e-6
11,8,11,8,2.151596997143408e-6
5,9,1,1,4.364507087068299e-5
5,9,1,2,0.00010348547430411083
5,9,1,3,4.383502235219492e-5
5,9,1,4,4.3812986263245863e-5
5,9,1,5,4.819873427849898e-5
5,9,1,6,2.338124839991787e-5
5,9,1,7,4.935370926117614e-5
5,9,1,8,4.398383675343112e-5
5,9,1,9,4.381416564751863e-5
5,9,2,1,1.3332551051307609e-5
5,9,2,2,1.3628292047271412e-5
5,9,2,3,1.3332487416961825e-5
5,9,2,4,1.3332333586507994e-5
5,9,2,5,1.4787429947045645e-5
5,9,2,6,0.00033477443485650506
5,9,2,7,1.3643584555738536e-5
5,9,2,8,1.3332486129639245e-5
5,9,2,9,1.3332812738920164e-5
5,9,3,1,1.7784183150550306e-5
5,9,3,2,1.805332612701448e-5
5,9,3,3,1.7784254065987966e-5
5,9,3,4,1.7784449072386713e-5
5,9,3,5,9.786935411977962e-5
5,9,3,6,6.96336969719006e-6
5,9,3,7,0.00024231481751459322
5,9,3,8,1.7784606759558268e-5
5,9,3,9,1.778494438495023e-5
5,9,4,1,6.546253932616824e-5
5,9,4,2,6.225842446659257e-5
5,9,4,3,6.545296025457422e-5
