fre_len,eng_len,f_ind,e_ind,prob
12,8,1,1,3.397246538721897e-6
12,8,1,2,3.3157758089020236e-6
12,8,1,3,1.9660444081054442e-6
12,8,1,4,1.873656592854191e-6
12,8,1,5,5.717658424086278e-7
12,8,1,6,5.437774170585749e-7
12,8,1,7,1.8823922789166378e-6
12,8,1,8,4.784343025085353e-7
12,8,2,1,2.6026857506993602e-6
12,8,2,2,1.2748529714930945e-5
12,8,2,3,7.248663409279721e-7
12,8,2,4,6.233806782034289e-7
12,8,2,5,2.5724722836995136e-6
12,8,2,6,6.812197873399402e-7
12,8,2,7,7.140243602711597e-7
12,8,2,8,5.320134355221342e-7
12,8,3,1,5.99360585194711e-7
12,8,3,2,1.8283704251724298e-6
12,8,3,3,7.067756175511615e-6
12,8,3,4,4.4298229405249727e-7
12,8,3,5,3.1761576664026563e-6
12,8,3,6,5.410891552527333e-7
12,8,3,7,5.156958989492783e-7
12,8,3,8,4.3435760986532186e-7
12,8,4,1,4.3303326004735655e-6
12,8,4,2,9.78980732169329e-7
12,8,4,3,1.020556931939328e-6
12,8,4,4,8.232552250192622e-7
12,8,4,5,1.0393218079028935e-6
12,8,4,6,4.198166495553986e-6
12,8,4,7,8.846893496391663e-7
12,8,4,8,8.717792977474898e-7
12,8,5,1,1.0097693390572638e-6
12,8,5,2,8.671770242800415e-7
12,8,5,3,9.52606132483357e-7
12,8,5,4,8.697151220404932e-6
12,8,5,5,6.039571371011603e-6
12,8,5,6,8.696315160634805e-7
12,8,5,7,8.716824004668853e-7
12,8,5,8,7.683031291462744e-7
12,8,6,1,2.6704910599775793e-6
12,8,6,2,6.239581606276707e-7
12,8,6,3,6.204029106807736e-7
12,8,6,4,5.344242942293069e-7
12,8,6,5,6.382040166021249e-7
12,8,6,6,6.092970203760129e-7
12,8,6,7,6.065533748731669e-7
12,8,6,8,1.065474533841438e-5
12,8,7,1,2.141867683165876e-6
12,8,7,2,6.047771521328683e-7
12,8,7,3,6.348947312980379e-7
12,8,7,4,2.0059557035905576e-6
12,8,7,5,2.1150755426502167e-6
12,8,7,6,5.556790959171943e-7
12,8,7,7,5.40301585389716e-7
12,8,7,8,9.136439350199614e-6
12,8,8,1,8.108870200638763e-7
12,8,8,2,7.389903553539596e-7
12,8,8,3,7.353124949198048e-7
12,8,8,4,6.157482840733229e-7
12,8,8,5,7.770036147625466e-7
12,8,8,6,8.980590690723535e-6
12,8,8,7,2.760905954721628e-6
12,8,8,8,5.584228891655751e-7
12,8,9,1,1.527744048815972e-6
12,8,9,2,1.4856506005458242e-6
12,8,9,3,4.5401953379883363e-7
12,8,9,4,3.761393975673647e-7
12,8,9,5,4.881553492639254e-6
12,8,9,6,5.236301694896255e-6
12,8,9,7,1.4459410254819518e-6
12,8,9,8,4.072480994234292e-7
12,8,10,1,3.541595566462708e-6
12,8,10,2,9.035369522779914e-7
12,8,10,3,9.477300193013586e-6
12,8,10,4,8.286152158225457e-7
12,8,10,5,9.580287290339824e-7
12,8,10,6,7.440254936015879e-7
12,8,10,7,6.573677717121615e-6
12,8,10,8,7.863955959964991e-7
12,8,11,1,1.1194972654671393e-6
12,8,11,2,3.142467100591524e-7
12,8,11,3,1.0991419524598107e-6
12,8,11,4,4.1002843543383144e-6
12,8,11,5,3.205943139990285e-7
12,8,11,6,3.0392219411076036e-7
12,8,11,7,4.50714659196099e-6
12,8,11,8,2.6177963554599284e-7
12,8,12,1,5.748468162089005e-6
12,8,12,2,1.1061708382395564e-6
12,8,12,3,1.4226219892814597e-6
12,8,12,4,5.474029888251393e-6
12,8,12,5,1.4471474903836445e-6
12,8,12,6,5.567839824899314e-6
12,8,12,7,1.3309277358869622e-6
12,8,12,8,1.7495643805413846e-6
8,9,1,1,6.325067166521613e-6
8,9,1,2,1.6821987559566164e-6
8,9,1,3,1.0291267131264803e-6
8,9,1,4,1.004803675396065e-6
8,9,1,5,1.6730561832900166e-6
8,9,1,6,1.6053973917303286e-6
8,9,1,7,1.0593195588743527e-6
8,9,1,8,4.7245479930407696e-7
8,9,1,9,4.905246557824225e-7
8,9,2,1,1.252763805132408e-6
8,9,2,2,3.2281540627610096e-7
8,9,2,3,4.439155631723848e-6
8,9,2,4,2.631283417233441e-7
8,9,2,5,6.28424004832189e-7
8,9,2,6,2.7197168109485946e-7
8,9,2,7,2.7399951088417266e-7
8,9,2,8,2.840876003436136e-7
8,9,2,9,3.290928976351944e-6
8,9,3,1,1.0195244650037442e-6
8,9,3,2,3.216975204119963e-6
8,9,3,3,9.523811604383452e-7
8,9,3,4,2.5921526045134357e-6
8,9,3,5,1.0186820614294323e-6
8,9,3,6,9.542889007389237e-7
8,9,3,7,3.8923815714107826e-7
8,9,3,8,4.3023672979805476e-7
8,9,3,9,4.4702454426525176e-7
8,9,4,1,3.234421464678743e-7
8,9,4,2,2.7838582986993107e-6
8,9,4,3,5.522452948874181e-7
8,9,4,4,3.944503281684802e-6
8,9,4,5,1.9375187515456044e-6
8,9,4,6,1.64454290267408e-6
8,9,4,7,5.624418641305733e-7
8,9,4,8,3.003713688125387e-7
8,9,4,9,2.969986998940526e-7
8,9,5,1,5.777381375228593e-7
8,9,5,2,5.929079056984304e-7
8,9,5,3,5.196832086183285e-7
8,9,5,4,4.6768778793121213e-7
8,9,5,5,1.3666547158825833e-6
8,9,5,6,5.290491371701502e-6
8,9,5,7,2.152119654187108e-6
8,9,5,8,5.388031790844598e-7
8,9,5,9,5.372416072688591e-7
8,9,6,1,1.3407457935643513e-6
8,9,6,2,1.363556162452143e-6
8,9,6,3,1.1644841832787515e-6
8,9,6,4,1.1111770739008464e-6
8,9,6,5,6.402306892767233e-6
8,9,6,6,1.1553064019990265e-6
8,9,6,7,3.293235490132446e-6
8,9,6,8,1.1839590748782588e-6
8,9,6,9,1.2187685294693206e-6
8,9,7,1,3.136427712611357e-7
8,9,7,2,3.2029642135109877e-7
8,9,7,3,2.62674231238321e-7
8,9,7,4,4.650241266202454e-7
8,9,7,5,9.497486694441163e-7
8,9,7,6,1.1966162456524833e-6
8,9,7,7,3.1078788113494157e-6
8,9,7,8,4.38729697565763e-6
