fre_len,eng_len,f_ind,e_ind,prob
13,16,1,1,0.16502704895426834
13,16,1,2,0.16666666666318847
13,16,1,3,2.724610693879649e-11
13,16,1,4,5.59097491193507e-16
13,16,1,5,0.16666666666318847
13,16,1,6,0.16666666666318847
13,16,1,7,3.6440622506305516e-13
13,16,1,8,0.16666666666318847
13,16,1,9,0.16434802205902066
13,16,1,10,0.16442790950866004
13,16,1,11,7.910561503411614e-10
13,16,1,12,0.16666666666318847
13,16,1,13,0.16666666666318847
13,16,1,14,0.16666666666318847
13,16,1,15,0.16502704895426834
13,16,1,16,0.16666666666318847
13,16,2,1,0.00013505988534367065
13,16,2,2,2.44558348186763e-13
13,16,2,3,5.2603178415248834e-5
13,16,2,4,0.41801493762677505
13,16,2,5,2.44558348186763e-13
13,16,2,6,2.44558348186763e-13
13,16,2,7,4.78483324703897e-16
13,16,2,8,2.44558348186763e-13
13,16,2,9,0.0001945294979745626
13,16,2,10,0.00018708497135378442
13,16,2,11,2.019361097617947e-5
13,16,2,12,2.44558348186763e-13
13,16,2,13,2.44558348186763e-13
13,16,2,14,2.4455834818676217e-13
13,16,2,15,0.00013505988534367065
13,16,2,16,2.44558348186763e-13
13,16,3,1,0.16502704895426834
13,16,3,2,0.16666666666318847
13,16,3,3,2.724610693879649e-11
13,16,3,4,5.59097491193507e-16
13,16,3,5,0.16666666666318847
13,16,3,6,0.16666666666318847
13,16,3,7,3.6440622506305516e-13
13,16,3,8,0.16666666666318847
13,16,3,9,0.16434802205902066
13,16,3,10,0.16442790950866004
13,16,3,11,7.910561503411614e-10
13,16,3,12,0.16666666666318847
13,16,3,13,0.16666666666318847
13,16,3,14,0.16666666666318847
13,16,3,15,0.16502704895426834
13,16,3,16,0.16666666666318847
13,16,4,1,3.2145502736203415e-12
13,16,4,2,5.8026915096411766e-21
13,16,4,3,9.815288645370136e-13
13,16,4,4,0.5819850623732215
13,16,4,5,5.8026915096411766e-21
13,16,4,6,5.8026915096411766e-21
13,16,4,7,1.1395437002384848e-23
13,16,4,8,5.8026915096411766e-21
13,16,4,9,4.631584542481758e-12
13,16,4,10,4.453977934963271e-12
13,16,4,11,4.805710099503509e-13
13,16,4,12,5.8026915096411766e-21
13,16,4,13,5.8026915096411766e-21
13,16,4,14,5.8026915096411766e-21
13,16,4,15,3.2145502736203415e-12
13,16,4,16,5.8026915096411766e-21
13,16,5,1,0.009626609563285465
13,16,5,2,2.048734132688893e-11
13,16,5,3,0.999947396414629
13,16,5,4,5.066662735078412e-17
13,16,5,5,2.048734132688893e-11
13,16,5,6,2.048734132688893e-11
13,16,5,7,3.3023282522985633e-14
13,16,5,8,2.048734132688893e-11
13,16,5,9,0.013607809923924363
13,16,5,10,0.013140123794117352
13,16,5,11,7.168722394782357e-11
13,16,5,12,2.048734132688893e-11
13,16,5,13,2.048734132688893e-11
13,16,5,14,2.048734132688893e-11
13,16,5,15,0.009626609563285465
13,16,5,16,2.048734132688893e-11
13,16,6,1,7.60360284220542e-5
13,16,6,2,1.3756012174856717e-13
13,16,6,3,2.0144445334427904e-14
13,16,6,4,4.1336947754840303e-19
13,16,6,5,1.3756012174856717e-13
13,16,6,6,1.3756012174856717e-13
13,16,6,7,0.0013595021577436606
13,16,6,8,1.3756012174856717e-13
13,16,6,9,0.00010952701838586324
13,16,6,10,0.00010533307780128729
13,16,6,11,5.848684201720509e-13
13,16,6,12,1.3756012174856717e-13
13,16,6,13,1.3756012174856717e-13
13,16,6,14,1.3756012174856717e-13
13,16,6,15,7.60360284220542e-5
13,16,6,16,1.3756012174856717e-13
13,16,7,1,0.16502704895426834
13,16,7,2,0.16666666666318847
13,16,7,3,2.724610693879649e-11
13,16,7,4,5.59097491193507e-16
13,16,7,5,0.16666666666318847
13,16,7,6,0.16666666666318847
13,16,7,7,3.6440622506305516e-13
13,16,7,8,0.16666666666318847
13,16,7,9,0.16434802205902066
13,16,7,10,0.16442790950866004
13,16,7,11,7.910561503411614e-10
13,16,7,12,0.16666666666318847
13,16,7,13,0.16666666666318847
13,16,7,14,0.16666666666318847
13,16,7,15,0.16502704895426834
13,16,7,16,0.16666666666318847
13,16,8,1,7.941243241778884e-10
13,16,8,2,1.4335002129539383e-18
13,16,8,3,2.424775109302734e-10
13,16,8,4,9.349492581151812e-17
13,16,8,5,1.4335002129539383e-18
13,16,8,6,1.4335002129539383e-18
13,16,8,7,2.815135221666844e-21
13,16,8,8,1.4335002129539383e-18
13,16,8,9,1.1441892734852269e-9
13,16,8,10,1.1003132365594974e-9
13,16,8,11,0.9999798015699345
13,16,8,12,1.4335002129539383e-18
