fert,rel_dist,prob
7,2,0.28134040932748705
7,-11,0.000392307067439845
7,-1,0.0076376084580044275
7,-7,0.006716092038999183
7,0,0.026751032339846416
7,-4,0.007520038685570442
7,-3,0.007235015628227701
7,-9,0.0006846390198518774
7,6,0.00023198388091903865
7,4,0.028480448123362607
7,-6,0.006229344244141397
7,-8,0.005118828831280557
7,-10,1.5288863297071142e-5
7,3,0.07194093865592266
7,5,0.0010710002507713188
7,-2,0.007379200188034902
7,-12,0.0003825344482149463
7,-5,0.007182651556197852
7,1,0.5336906383925453
4,2,0.22280854033039812
4,-11,3.0022751039020397e-6
4,-1,0.004573554121828677
4,-7,0.00027471643037971753
4,0,0.12650624387557396
4,7,3.84895695743691e-5
4,9,1.3796148000177419e-5
4,-4,0.004617518144439712
4,-3,0.0032194399652490124
4,-9,7.304010567068473e-6
4,8,2.9351153248268527e-5
4,6,0.007590859273859475
4,-6,0.0026456118825913225
4,4,0.043560486557393155
4,-8,8.774281195572693e-5
4,-10,4.302385421073561e-6
4,3,0.06375597482359553
4,5,0.010591919328144858
4,-2,0.006803511698726572
4,-5,0.0032034695869113707
4,1,0.4996641656270638
9,2,0.015097640664306572
9,-1,0.00066008114674603
9,-7,0.0006600811467460299
9,0,0.0023030744741195913
9,-4,0.0006600811467460299
9,-3,0.0006600811467460299
9,-9,0.0006600296755024139
9,4,0.000117340462114663
9,-6,0.0006600811467460299
9,-8,0.0006600811467460299
9,3,0.0013776166184202897
9,-2,0.0006600811467460299
9,-5,0.0006600811467460299
9,1,0.9751636489315688
10,0,0.09999999999999763
10,1,0.8999999999999985
2,2,0.11093474329534078
2,-11,0.00012170542900836376
2,-1,0.028948034346973368
2,-7,0.01565444475313814
2,11,0.0014771448776866938
2,0,0.055745268977282526
2,7,0.012226130363310517
2,9,0.006317250217933949
2,-4,0.03569818004402185
2,-3,0.03059485656947347
2,10,0.004287158654476522
2,-9,0.0006700915432200413
2,8,0.007431894491139026
2,6,0.02036291958629324
2,4,0.05562886001272005
2,-6,0.044354402703346826
2,-8,0.0022595229237722483
2,-10,0.00054188182844553
2,3,0.09159832235709854
2,5,0.03403274283623999
2,-2,0.044812661926051364
2,-12,3.425747538059186e-5
2,-5,0.06844922330250348
2,12,0.00131494222316886
2,1,0.3265033592621068
3,2,0.2105434679264627
3,-1,0.015620681219861139
3,-7,0.003063393255767245
3,11,1.6121843211305724e-5
3,0,0.07990626642497849
3,7,0.004245485113456041
3,9,0.0014558068333383044
3,-4,0.013116255085885632
3,-3,0.011689770641345713
3,10,7.326507627070603e-5
3,-9,4.525146155596176e-6
3,8,0.0015743281448203038
3,6,0.006372453459363825
3,4,0.04247728947707212
3,-6,0.007436060400292657
3,-8,0.0008481550131125068
3,3,0.09381099718345227
3,5,0.01811708136381078
3,-2,0.03896939651171453
3,-5,0.012169597919134889
3,1,0.4384896019604946
5,2,0.25580000486471344
5,-1,0.0017063098016786421
5,-7,4.993511438399649e-5
5,0,0.11007128129142832
5,7,0.003907059233727544
5,-4,0.0015375246493442738
5,-3,0.001357139531638976
5,6,0.00961998858296919
5,-6,0.0005748986533890855
5,4,0.0823980462355198
5,3,0.0701257326926436
5,5,0.014502052870617939
5,-2,0.0014468013045331797
5,-5,0.002170292285280756
5,1,0.4447329328882886
8,2,0.13219992476525297
8,-11,7.141317156930515e-5
8,-1,0.011511584600561646
8,-7,0.00986483549105913
8,0,0.008646535788154512
8,-4,0.01068331583572216
8,-3,0.011417009852572125
8,-9,0.00037154499603094405
8,4,0.0027373502855124318
8,-6,0.009773117254483701
8,-8,0.00975592668715343
8,-10,1.2941624534034536e-5
8,3,0.011672628870272999
8,5,4.70124199200986e-5
8,-2,0.011455841930255874
8,-12,7.141974290360788e-5
8,-5,0.009875772118929775
8,1,0.7598318245651814
6,2,0.3126191678117344
6,-11,0.0005894632915097954
6,-1,0.002614092480073102
6,-7,0.0009452201045050475
6,0,0.05162502057865335
6,7,0.00033846972906145757
6,-4,0.002199726864304406
6,-3,0.001658239083382125
6,-9,0.0008967636384040254
6,6,0.007828504574148227
6,4,0.09221844431642846
6,-6,0.0002559442936282602
6,-8,0.00015773053722865988
6,-10,0.00012011644160538438
6,3,0.1254212482538264
6,5,0.011193340460740813
6,-2,0.002064334678745295
6,-12,0.000506714626063051
6,-5,0.0027752450194713477
6,1,0.3839722132168269
1,2,0.18465270951342883
1,-11,0.00014973764829792028
1,-1,0.07669213548392562
1,-7,0.019895214948137632
1,11,0.0004938256814901191
1,0,0.1593129492527555
1,7,0.00932997661904434
1,9,0.005830580792291239
1,-4,0.05419106953559619
1,-3,0.054958524015402334
1,10,0.0012741058520763118
1,-9,0.0034483362859102857
1,8,0.0075381558429323155
1,6,0.015603915997844366
1,4,0.047668172469371564
1,-6,0.029100713756190548
1,-8,0.004949790645534321
1,-10,0.0028747764067264914
1,3,0.09307143477473025
1,5,0.026343175792956766
1,-2,0.0684105114365126
1,-12,3.690564650280975e-5
1,-5,0.03685076375554764
1,12,0.0003935655402234467
1,1,0.09692895230681323
